Branch,Mean omega,omega1,p1,omega2,p2,omega3,p3,LRT,p-value,Corrected p-value
Node24,10.0,1.0,0.391258,0.894527,0.0,1666.97,0.608742,0.240875,0.311788,1.0
DQ005597,0.0970751,0.0,0.921856,0.891211,0.0,1.66724,0.0781445,0.235777,0.313637,1.0
Node42,0.257374,0.0,0.959395,0.0,0.0108689,17.6519,0.0297361,0.218972,0.319912,1.0
AY551924,0.25904,0.0,0.777705,0.8541,0.0,1.48411,0.222295,0.15438,0.347192,1.0
DQ005603,0.321343,0.0,0.748924,0.991213,0.0,1.57113,0.251076,0.14347,0.352428,1.0
FJ804104,0.218131,0.0718091,0.870518,0.841917,0.0,1.8529,0.129482,0.14081,0.353739,1.0
Node65,0.0647617,0.0,0.925743,0.950171,0.0,1.37663,0.074257,0.130333,0.359043,1.0
Node102,0.103848,0.0949552,0.991364,1.0,0.000408661,1466.47,0.00822751,0.0818693,0.38739,1.0
Node67,0.0180243,0.0,0.993425,0.892235,0.0,5.52262,0.00657473,0.0338434,0.42702,1.0
AB158356,0.295222,0.155764,0.776131,0.971085,0.0,1.10734,0.223869,-0.0137279,0.5,1.0
AB154841,0.133082,0.0,0.637088,0.442196,0.3572,114.85,0.00571182,-0.00304591,0.5,1.0
Node14,0.214192,0.0,0.754861,0.793971,0.0,1.00705,0.245139,-0.00387367,0.5,1.0
AB158350,0.0898385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AB158352,0.751742,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node4,0.075006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AB158359,0.240338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node8,0.129664,0.124023,1.0,0.108448,0.0,6.85606,0.0,0.0,1.0,1.0
AY436734,0.0749196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ005601,0.103893,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node21,0.340382,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AF227195,0.170984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ005600,0.0689555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node20,0.0714686,0.0,0.891101,0.81421,0.0,0.755046,0.108899,0.0,1.0,1.0
DQ662241,0.149865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ662242,0.0760119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ005584,0.0777951,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
NM001111666,0.0881574,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node40,0.16129,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node38,0.0853987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AJ292960,0.454643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
NM001111667,0.261908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node51,0.328241,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AY541066,0.0585278,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AB107991,0.148656,0.147433,1.0,0.377551,0.0,0.878056,0.0,0.0,1.0,1.0
Node56,0.229673,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node48,0.168725,0.00340355,0.768928,0.603132,0.000270305,0.809881,0.230802,0.0,1.0,1.0
DQ662244,0.0806562,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node47,0.137265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node35,0.0309233,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ286723,0.0251281,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AY621156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ005602,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ005604,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node72,0.148995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node70,0.0443208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node62,0.0332873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node28,0.401171,0.310655,1.0,0.372082,0.0,0.289295,0.0,0.0,1.0,1.0
AB103466,0.164559,0.0,0.760105,0.843638,0.239895,7.72992,0.0,0.0,1.0,1.0
Node79,0.103719,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ005596,0.227975,0.233587,1.0,0.219738,0.0,7.25811,0.0,0.0,1.0,1.0
AB079259,0.0715203,0.0722151,0.250451,0.072333,0.749549,2.72304,0.0,0.0,1.0,1.0
Node82,0.248495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ005599,0.188843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ005605,0.294167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node96,0.0938756,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node94,0.108219,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node92,0.122636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node86,0.182117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804118,0.00595326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AB232665,0.210384,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AB094985,0.0632614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JN565030,0.460808,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node106,0.0165082,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ005588,0.0328065,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU056326,0.0433306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ017701,0.35348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node113,0.0282841,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KM975642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AY678299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node117,0.025207,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HQ164433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node121,0.170649,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node126,0.0108215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node120,0.0,0.0,1.0,0.879395,0.0,7.21038,0.0,0.0,1.0,1.0
Node116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU444035,0.0212558,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AB537504,0.0495771,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node132,0.129491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node130,0.0360703,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804114,0.0296636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU444020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU444040,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node137,0.050859,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node109,0.0203395,0.018839,0.70743,0.022979,0.29257,4.42504,0.0,0.0,1.0,1.0
Node105,0.171994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node101,0.080496,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node99,0.014897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node75,0.0390662,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node19,0.0863449,0.0334358,0.69575,0.242806,0.30425,3.47766,0.0,0.0,1.0,1.0
