Branch,Mean omega,omega1,p1,omega2,p2,omega3,p3,LRT,p-value,Corrected p-value
KJ002737,0.108807,0.0748971,0.84798,0.381624,0.15202,1.13024,0.0,0.0,1.0,1.0
DQ104327,0.130464,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node18,0.169226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM208533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
GQ265900,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JN613148,0.37587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node24,0.0539247,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002728,0.0105807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140845,0.0605249,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node31,0.0773606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002730,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140843,0.0252272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node36,0.0595801,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF673860,0.153756,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140847,0.137279,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node41,0.191516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002731,0.0677498,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF673858,0.163637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node44,0.0127767,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JQ326258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF924272,10.0,0.0002,0.9808,0.9808,3.84e-06,49.6731,0.0191962,0.0,1.0,1.0
Node55,0.2485,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002733,0.0125299,0.0124635,0.942878,0.0161193,0.0571218,49.6227,0.0,0.0,1.0,1.0
HM140844,0.0680439,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node58,0.0591359,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF914202,0.02177,0.0212386,0.406471,0.0227299,0.593529,49.6731,0.0,0.0,1.0,1.0
DQ119842,0.0733649,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF914200,0.282108,0.262469,0.930526,0.639111,0.0,0.265274,0.0694742,0.0,1.0,1.0
Node66,0.216155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF673859,0.26051,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AY056827,0.102691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node69,0.0525409,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node65,0.158955,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node11,0.0928965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
