Branch,Mean omega,omega1,p1,omega2,p2,omega3,p3,LRT,p-value,Corrected p-value
AY541065,0.0397756,0.0398814,1.0,0.0410956,0.0,0.0149648,0.0,0.0,1.0,1.0
AB007506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ119839,0.0838994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU056328,0.0486415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AY378150,0.0435053,0.0437585,0.597345,0.0439958,0.402655,6.20169,0.0,0.0,1.0,1.0
HM208535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JQ326260,0.293827,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node64,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node60,0.130789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140841,10.0,0.000111493,0.871494,0.871494,1.49352e-05,7.10075,0.128491,0.0,1.0,1.0
Node69,0.0144266,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node59,0.0169288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node57,0.0266037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node53,0.0340417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804110,0.0432804,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AB232663,0.0564458,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AB857728,0.178678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node74,0.030167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node72,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804117,0.0335242,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804107,0.347203,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node77,0.030723,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804116,0.0349689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AY378147,0.105599,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
GU132995,0.222218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node83,0.00847855,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804108,0.0566968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AB857729,0.0771411,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804112,0.105646,0.055774,0.93296,1.0,0.0670401,5.2255,0.0,0.0,1.0,1.0
Node88,0.0591304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node82,0.244585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node50,0.0606424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AF230706,0.0424434,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AY378148,0.318023,0.0908078,0.701863,0.911107,0.298137,0.926029,0.0,0.0,1.0,1.0
FJ804098,0.0461956,0.0467783,0.475342,0.86802,0.0,0.0470297,0.524658,0.0,1.0,1.0
KJ002739,0.0783386,0.0143935,0.896917,0.787647,0.103083,0.865767,2.65514e-15,0.0,1.0,1.0
Node102,0.209441,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node100,0.0932124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node98,0.0846501,0.0864452,0.676469,0.123907,0.0,0.0866262,0.323531,0.0,1.0,1.0
FJ804111,0.14579,0.0,0.739658,0.690995,0.166216,0.692674,0.0941258,0.0,1.0,1.0
Node105,0.132634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node97,0.444844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node95,0.242901,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804115,0.136335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU444029,0.0901705,0.089548,1.0,0.0705951,0.0,6.98197,0.0,0.0,1.0,1.0
Node109,0.0500114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804113,0.180258,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node113,0.131642,0.00437521,0.641354,0.391047,0.337917,0.0,0.0207293,0.0,1.0,1.0
AB857726,0.173977,0.174473,0.0,0.86802,0.0,0.177425,1.0,0.0,1.0,1.0
DQ119838,0.0486537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU056327,0.0916911,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node121,0.382191,0.41614,1.0,0.864385,0.0,0.557518,0.0,0.0,1.0,1.0
Node119,0.476896,0.491956,0.115528,0.494306,0.880133,0.487978,0.00433898,0.0,1.0,1.0
HM208536,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM106983,0.448629,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JQ326261,0.0978893,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node127,0.156853,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002740,0.0341778,0.0344079,1.0,0.033674,0.0,2.56238,0.0,0.0,1.0,1.0
FJ804097,0.235518,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node132,0.341202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node126,0.080732,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node118,0.0703458,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node116,0.0575531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node108,0.361441,0.333636,0.784738,0.495626,0.0,0.336212,0.215262,0.0,1.0,1.0
Node94,0.0745621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804101,0.0358443,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AB177941,0.114564,0.0,0.681167,0.436172,0.318833,3.89075,0.0,0.0,1.0,1.0
Node33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node5,0.123656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node3,0.0218952,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
