Branch,Mean omega,omega1,p1,omega2,p2,omega3,p3,LRT,p-value,Corrected p-value
JX205496,0.0874097,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ119840,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU056329,0.0700046,0.0703651,1.0,0.0690038,0.0,2.67696,0.0,0.0,1.0,1.0
Node57,0.0251734,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002747,0.0120528,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF914207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node62,0.184676,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node60,0.150026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node54,0.106058,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node52,0.0550743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node34,0.0668498,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AY829227,0.0721308,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HQ234917,0.572822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node67,0.223992,0.00991817,0.682406,0.878871,0.317594,6.29427,0.0,0.0,1.0,1.0
Node65,0.385473,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node33,0.151895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node19,0.294104,0.338481,1.0,0.347759,0.0,1.01781,0.0,0.0,1.0,1.0
Node15,0.0880797,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node5,0.0318724,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
