Branch,Mean omega,omega1,p1,omega2,p2,omega3,p3,LRT,p-value,Corrected p-value
Node30,10.0,0.000118384,0.903269,0.915264,1.14515e-05,9.76344,0.0967197,0.0,1.0,1.0
Node28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node26,0.14063,0.141995,1.0,0.387254,0.0,0.130358,0.0,0.0,1.0,1.0
FJ804099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140841,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node67,0.0157537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node25,0.0191654,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node23,0.168362,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node21,0.0930658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU056328,0.0466418,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ119839,0.111211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node70,0.0322263,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node18,0.0512998,0.0,0.735979,0.211651,0.264021,4.07526,0.0,0.0,1.0,1.0
Node14,0.0294644,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node12,7.77344e-05,0.0,0.429984,0.656952,0.570016,0.610795,0.0,0.0,1.0,1.0
Node8,0.305473,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node6,0.0232202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU444024,0.00920655,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU444053,0.0554972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU056326,0.0265694,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node79,0.122153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AY678299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KM975642,0.0674897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node83,0.0578696,0.0587477,1.0,0.0586898,0.0,9.06493,0.0,0.0,1.0,1.0
HQ164433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node87,0.100003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804100,0.0421793,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node92,0.0223562,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node90,0.0251645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JN565030,0.365625,0.3707,0.505496,0.376214,0.494504,1.51123,0.0,0.0,1.0,1.0
FJ804109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node3,0.0986436,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
