Branch,Mean omega,omega1,p1,omega2,p2,omega3,p3,LRT,p-value,Corrected p-value
DQ017703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JN983500,0.0975553,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JN613150,0.179427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002748,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ819938,0.820365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node23,0.726962,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node21,0.477145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node17,0.0237188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JX205497,0.111085,0.121856,1.0,0.101341,0.0,0.0995095,0.0,0.0,1.0,1.0
DQ119841,0.166095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node28,0.169547,0.188775,0.0,0.470283,1.0,6.80864,0.0,0.0,1.0,1.0
JQ776636,0.298374,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140846,0.281725,0.261557,1.0,0.352762,0.0,0.251934,0.0,0.0,1.0,1.0
Node36,0.0132474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ104327,0.0996022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node43,0.0369728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node41,0.12364,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM208533,0.613259,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JN613148,0.372232,0.367583,0.648054,0.000457942,0.0,0.400538,0.351946,0.0,1.0,1.0
Node50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002728,0.0107419,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140845,0.0887667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AF198176,0.160598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002731,0.0779212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF673858,0.0964392,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node63,0.41196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node59,0.0334548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node57,0.115334,5.89863e-13,0.827217,0.968387,0.012798,0.909009,0.159985,0.0,1.0,1.0
DQ119842,0.0362181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JQ326258,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF924272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU056327,0.113227,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ119838,0.0485427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node78,1.19258,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU444022,0.221081,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU444050,0.0818805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM106983,0.82651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM208536,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node87,0.221363,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node85,0.150269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804098,0.0513691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002739,0.0835073,0.00501532,0.876225,0.62342,0.0,0.790773,0.123775,0.0,1.0,1.0
Node94,0.239214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node92,0.0723777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node90,0.046439,0.0476043,1.0,0.0428358,0.0,4.68041,0.0,0.0,1.0,1.0
AB232664,0.0,0.0,1.0,0.861202,0.0,6.2951,0.0,0.0,1.0,1.0
AB537504,0.0347875,0.0356363,0.965631,0.0356722,0.0343693,6.67885,0.0,0.0,1.0,1.0
EU444035,0.0176274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804114,0.0194691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
JN565030,0.311146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU444024,0.0100993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU444053,0.0533602,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AY678299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KM975642,0.0684702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node114,0.0604885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EU056326,0.0387385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HQ164433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node120,0.105077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FJ804100,0.0412558,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node125,0.0223206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node123,0.0243534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node113,10.0,0.000120691,0.872871,0.872871,1.55804e-05,7.15696,0.127113,0.0,1.0,1.0
Node111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node103,0.0216195,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node101,0.193552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node97,0.263184,0.0,0.583167,0.749733,0.377604,0.748524,0.0392289,0.0,1.0,1.0
Node15,0.0677512,0.041729,0.981178,1.0,0.00539395,0.0402789,0.0134276,0.0,1.0,1.0
Node11,0.0815192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node9,0.264869,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node7,0.15587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node3,0.0838802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
